"Station Name","WRIGLEY A"
"Province","NORTHWEST TERRITORIES"
"Latitude","63.21"
"Longitude","-123.44"
"Elevation","149.70"
"Climate Identifier","2204000"
"WMO Identifier",""
"TC Identifier","YWY"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only basic quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2010-11-01","2010","11","01","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-02","2010","11","02","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-03","2010","11","03","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-04","2010","11","04","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-05","2010","11","05","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-06","2010","11","06","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-07","2010","11","07","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-08","2010","11","08","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-09","2010","11","09","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-10","2010","11","10","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-11","2010","11","11","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-12","2010","11","12","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-13","2010","11","13","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-14","2010","11","14","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-15","2010","11","15","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-16","2010","11","16","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-17","2010","11","17","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-18","2010","11","18","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-19","2010","11","19","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-20","2010","11","20","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-21","2010","11","21","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-22","2010","11","22","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-23","2010","11","23","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-24","2010","11","24","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-25","2010","11","25","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-26","2010","11","26","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-27","2010","11","27","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-28","2010","11","28","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-29","2010","11","29","","","","","","","","","","","","","","","","","","","","","","",""
"2010-11-30","2010","11","30","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-01","2010","12","01","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-02","2010","12","02","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-03","2010","12","03","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-04","2010","12","04","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-05","2010","12","05","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-06","2010","12","06","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-07","2010","12","07","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-08","2010","12","08","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-09","2010","12","09","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-10","2010","12","10","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-11","2010","12","11","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-12","2010","12","12","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-13","2010","12","13","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-14","2010","12","14","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-15","2010","12","15","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-16","2010","12","16","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-17","2010","12","17","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-18","2010","12","18","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-19","2010","12","19","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-20","2010","12","20","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-21","2010","12","21","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-22","2010","12","22","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-23","2010","12","23","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-24","2010","12","24","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-25","2010","12","25","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-26","2010","12","26","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-27","2010","12","27","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-28","2010","12","28","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-29","2010","12","29","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-30","2010","12","30","","","","","","","","","","","","","","","","","","","","","","",""
"2010-12-31","2010","12","31","","","","","","","","","","","","","","","","","","","","","","",""
